@relation cardss_buy_balanced

@attribute gender {female,male}
@attribute age {20-23,24-26,27-30,31-40,41-50,51-60,'60+'}
@attribute children {0,1,2,3,'3+'}
@attribute education {bachelor,below_m3,m3,m6,master,phd,vocational}
@attribute occupation {business_owner,freelance,government,private,soe,student,trader}
@attribute family_size {1-2,3-4,'5+'}
@attribute housing_type {condo,house,townhome}
@attribute housing_status {family,own,rent}
@attribute parking {common,none,private}
@attribute income {15001-25000,25001-35000,35001-50000,50001-75000,'75000+',lt15000}
@attribute budget {1200001-1500000,'1500000+',500001-800000,800001-1200000,lt500000}
@attribute concern {battery_life,charging_station,electricity_cost,fuel_price,maintenance,resale_value,service_center}
@attribute purpose {avoid_public,commute,convenience,trade,travel}
@attribute purpose_housing {'avoid_public|family','avoid_public|own','avoid_public|rent','commute|family','commute|own','commute|rent','convenience|family','convenience|own','convenience|rent','trade|family','trade|own','trade|rent','travel|family','travel|own','travel|rent'}
@attribute charging_access {cannot,has,installable,unsure}
@attribute tco_awareness {much_cheaper,similar,slightly_cheaper,unknown}
@attribute incentive_awareness {aware_considered,aware_only,unknown}
@attribute income_budget_gap numeric
@attribute financial_readiness_gap numeric
@attribute intention numeric
@attribute attitude numeric
@attribute subjective_norm numeric
@attribute pbc_financial numeric
@attribute evt_job numeric
@attribute evt_move numeric
@attribute evt_child numeric
@attribute evt_income numeric
@attribute class {buy,not_buy}

@data
male,20-23,1,master,student,3-4,house,own,private,25001-35000,500001-800000,service_center,convenience,'convenience|own',cannot,slightly_cheaper,aware_only,-0.15,-0.15,5,5,4,4,0,0,0,0,buy
male,24-26,'3+',bachelor,private,3-4,townhome,own,private,35001-50000,500001-800000,service_center,avoid_public,'avoid_public|own',installable,similar,aware_considered,-0.35,-0.35,4,4,5,4,0,0,0,1,buy
male,31-40,3,master,private,'5+',house,rent,common,15001-25000,1200001-1500000,service_center,avoid_public,'avoid_public|rent',unsure,similar,aware_considered,0.55,0.55,6,4,3,4,0,0,0,0,not_buy
female,31-40,0,bachelor,private,'5+',house,rent,private,15001-25000,500001-800000,fuel_price,commute,'commute|rent',installable,slightly_cheaper,aware_considered,0.05,0.716667,3,4,4,2,0,0,1,0,buy
male,20-23,1,vocational,student,'5+',townhome,own,private,lt15000,500001-800000,service_center,commute,'commute|own',cannot,much_cheaper,aware_only,0.25,0.25,5,6,4,4,0,0,0,1,buy
female,31-40,1,bachelor,trader,'5+',condo,rent,private,lt15000,800001-1200000,battery_life,avoid_public,'avoid_public|rent',cannot,much_cheaper,aware_only,0.5,0.5,4,4,5,4,0,1,0,0,buy
male,27-30,0,bachelor,freelance,'5+',townhome,rent,private,15001-25000,800001-1200000,service_center,commute,'commute|rent',installable,similar,aware_considered,0.3,-0.0333333,5,5,3,5,1,0,1,0,not_buy
male,'60+',0,bachelor,government,3-4,house,family,private,35001-50000,500001-800000,service_center,avoid_public,'avoid_public|family',cannot,similar,unknown,-0.35,-0.35,5,4,4,4,0,0,0,1,buy
male,20-23,0,bachelor,student,3-4,condo,rent,private,lt15000,500001-800000,service_center,avoid_public,'avoid_public|rent',cannot,similar,aware_only,0.25,-0.0833333,5,4,5,5,0,0,0,1,not_buy
male,41-50,1,m6,freelance,3-4,condo,family,common,25001-35000,500001-800000,battery_life,trade,'trade|family',installable,unknown,aware_considered,-0.15,-0.15,3,4,5,4,0,0,0,0,not_buy
male,20-23,0,bachelor,student,3-4,condo,rent,private,15001-25000,lt500000,resale_value,commute,'commute|rent',cannot,similar,aware_only,-0.2,0.133333,3,5,3,3,0,0,0,0,buy
female,'60+',0,vocational,trader,3-4,house,rent,private,lt15000,800001-1200000,service_center,convenience,'convenience|rent',installable,slightly_cheaper,aware_considered,0.5,0.833333,5,6,6,3,0,0,0,1,buy
female,'60+',3,m3,private,3-4,house,family,private,lt15000,1200001-1500000,service_center,avoid_public,'avoid_public|family',unsure,similar,aware_considered,0.75,0.0833333,3,4,5,6,0,0,0,0,buy
female,20-23,0,bachelor,student,'5+',townhome,own,common,15001-25000,500001-800000,service_center,travel,'travel|own',cannot,much_cheaper,aware_considered,0.05,-0.283333,5,5,6,5,0,0,1,1,buy
female,20-23,0,vocational,freelance,'5+',house,rent,private,lt15000,lt500000,service_center,commute,'commute|rent',installable,much_cheaper,aware_considered,0,-0.333333,4,5,5,5,0,0,1,1,not_buy
female,51-60,2,bachelor,business_owner,'5+',townhome,rent,private,35001-50000,lt500000,service_center,commute,'commute|rent',cannot,similar,aware_considered,-0.6,-0.266667,4,5,5,3,0,0,0,0,not_buy
male,20-23,0,master,freelance,3-4,condo,rent,private,15001-25000,500001-800000,service_center,travel,'travel|rent',installable,slightly_cheaper,aware_considered,0.05,0.383333,5,4,6,3,0,0,0,1,not_buy
male,20-23,0,vocational,student,'5+',condo,rent,private,15001-25000,500001-800000,service_center,commute,'commute|rent',cannot,much_cheaper,aware_only,0.05,-0.283333,3,4,3,5,0,0,0,1,buy
male,20-23,1,bachelor,freelance,'5+',condo,family,private,25001-35000,500001-800000,service_center,convenience,'convenience|family',installable,similar,aware_only,-0.15,-1.15,3,5,3,7,0,0,0,1,buy
female,'60+',1,master,trader,3-4,house,rent,private,50001-75000,1200001-1500000,battery_life,avoid_public,'avoid_public|rent',installable,unknown,aware_only,-0.05,-0.05,6,5,3,4,0,0,0,0,not_buy
female,24-26,1,bachelor,soe,'5+',house,rent,common,15001-25000,lt500000,service_center,travel,'travel|rent',installable,much_cheaper,aware_considered,-0.2,-0.533333,5,6,5,5,0,0,0,1,buy
female,27-30,3,bachelor,private,3-4,house,rent,common,25001-35000,'1500000+',battery_life,avoid_public,'avoid_public|rent',cannot,slightly_cheaper,aware_only,0.6,1.26667,5,4,3,2,0,0,0,0,not_buy
male,20-23,0,bachelor,soe,'5+',house,rent,private,15001-25000,1200001-1500000,service_center,travel,'travel|rent',cannot,similar,aware_only,0.55,1.21667,3,5,5,2,0,1,0,0,buy
female,51-60,1,master,trader,'5+',condo,rent,private,35001-50000,500001-800000,service_center,commute,'commute|rent',cannot,similar,aware_only,-0.35,-0.0166667,5,5,5,3,1,0,0,1,buy
male,31-40,0,bachelor,private,'5+',condo,family,private,50001-75000,500001-800000,fuel_price,commute,'commute|family',unsure,much_cheaper,unknown,-0.55,-0.55,4,3,4,4,0,0,0,0,buy
male,20-23,1,bachelor,freelance,'5+',house,rent,private,lt15000,500001-800000,fuel_price,avoid_public,'avoid_public|rent',cannot,similar,aware_only,0.25,0.583333,5,6,4,3,1,0,0,0,buy
female,20-23,2,m6,private,'5+',house,own,private,'75000+',500001-800000,service_center,travel,'travel|own',unsure,slightly_cheaper,aware_considered,-0.75,-0.75,4,5,4,4,0,0,0,0,buy
female,51-60,0,m6,business_owner,'5+',condo,rent,private,35001-50000,1200001-1500000,battery_life,avoid_public,'avoid_public|rent',installable,similar,aware_considered,0.15,-0.183333,3,5,5,5,0,0,0,1,buy
female,20-23,1,m6,student,'5+',condo,own,private,lt15000,800001-1200000,fuel_price,avoid_public,'avoid_public|own',cannot,slightly_cheaper,aware_only,0.5,-0.166667,3,4,4,6,0,0,0,1,buy
male,'60+',1,m6,trader,'5+',house,own,private,35001-50000,800001-1200000,service_center,travel,'travel|own',cannot,much_cheaper,aware_considered,-0.1,-0.1,5,4,5,4,0,0,0,0,buy
male,'60+',0,m6,trader,3-4,house,own,private,50001-75000,800001-1200000,service_center,avoid_public,'avoid_public|own',cannot,similar,aware_considered,-0.3,-0.966667,4,4,6,6,0,0,0,0,buy
female,31-40,0,bachelor,business_owner,3-4,condo,family,private,35001-50000,500001-800000,service_center,commute,'commute|family',unsure,similar,aware_only,-0.35,-1.01667,6,4,6,6,0,0,0,1,buy
female,27-30,2,bachelor,freelance,3-4,house,rent,private,25001-35000,500001-800000,fuel_price,avoid_public,'avoid_public|rent',installable,similar,aware_considered,-0.15,0.183333,5,4,6,3,0,0,0,1,not_buy
male,51-60,1,m6,trader,3-4,house,rent,private,'75000+',lt500000,fuel_price,avoid_public,'avoid_public|rent',cannot,slightly_cheaper,aware_considered,-1,-1.33333,3,4,5,5,0,0,0,0,buy
female,20-23,0,bachelor,student,'5+',condo,rent,private,lt15000,500001-800000,service_center,commute,'commute|rent',installable,much_cheaper,unknown,0.25,-0.416667,5,5,3,6,0,0,1,1,not_buy
female,'60+',0,m6,government,3-4,townhome,own,private,25001-35000,800001-1200000,service_center,travel,'travel|own',cannot,similar,aware_only,0.1,0.1,5,5,6,4,0,0,0,0,buy
male,'60+',1,vocational,business_owner,'5+',house,own,private,35001-50000,500001-800000,service_center,travel,'travel|own',unsure,similar,aware_only,-0.35,-0.683333,5,3,4,5,0,0,0,0,not_buy
female,31-40,2,master,freelance,'5+',condo,rent,private,15001-25000,500001-800000,service_center,commute,'commute|rent',installable,similar,unknown,0.05,-0.616667,6,5,3,6,0,1,0,1,not_buy
male,20-23,3,bachelor,student,3-4,house,own,private,15001-25000,500001-800000,service_center,travel,'travel|own',installable,similar,aware_considered,0.05,-0.283333,4,4,6,5,0,0,0,0,not_buy
male,24-26,0,bachelor,private,'5+',house,rent,private,35001-50000,800001-1200000,service_center,avoid_public,'avoid_public|rent',cannot,much_cheaper,aware_only,-0.1,-0.1,6,4,4,4,0,0,0,0,buy
female,'60+',0,vocational,trader,'5+',house,rent,private,25001-35000,500001-800000,service_center,avoid_public,'avoid_public|rent',cannot,similar,aware_considered,-0.15,-0.816667,4,3,6,6,0,0,0,0,buy
male,'60+','3+',m3,trader,'5+',condo,own,private,50001-75000,lt500000,service_center,avoid_public,'avoid_public|own',unsure,similar,aware_only,-0.8,-1.46667,6,4,6,6,0,0,0,0,not_buy
female,'60+',0,below_m3,trader,'5+',condo,rent,common,15001-25000,500001-800000,battery_life,avoid_public,'avoid_public|rent',cannot,much_cheaper,aware_only,0.05,-0.283333,4,5,5,5,0,1,0,0,not_buy
male,20-23,0,master,soe,3-4,condo,rent,private,15001-25000,lt500000,service_center,avoid_public,'avoid_public|rent',unsure,similar,aware_considered,-0.2,-0.533333,3,5,5,5,0,0,0,1,not_buy
female,20-23,2,vocational,student,'5+',townhome,rent,private,15001-25000,'1500000+',service_center,avoid_public,'avoid_public|rent',installable,similar,aware_considered,0.8,0.8,6,4,4,4,0,0,0,1,buy
male,51-60,1,vocational,private,3-4,townhome,own,private,50001-75000,1200001-1500000,service_center,convenience,'convenience|own',installable,similar,aware_only,-0.05,-0.383333,5,3,5,5,0,1,1,0,buy
male,20-23,1,bachelor,student,'5+',house,rent,private,lt15000,800001-1200000,service_center,commute,'commute|rent',cannot,slightly_cheaper,aware_only,0.5,0.5,4,5,6,4,0,0,0,0,buy
male,20-23,1,vocational,student,'5+',house,own,private,25001-35000,500001-800000,fuel_price,avoid_public,'avoid_public|own',installable,similar,unknown,-0.15,-0.15,4,4,5,4,0,0,0,0,buy
female,20-23,0,m6,student,3-4,house,own,private,15001-25000,800001-1200000,service_center,avoid_public,'avoid_public|own',installable,similar,aware_only,0.3,-0.366667,6,5,3,6,0,0,0,1,buy
female,20-23,0,bachelor,freelance,'5+',house,rent,private,35001-50000,800001-1200000,service_center,convenience,'convenience|rent',cannot,unknown,aware_considered,-0.1,-0.766667,5,6,3,6,1,1,0,0,not_buy
female,20-23,1,bachelor,private,'5+',townhome,rent,private,35001-50000,500001-800000,resale_value,travel,'travel|rent',installable,much_cheaper,aware_only,-0.35,-0.35,4,5,5,4,0,0,0,0,buy
female,31-40,'3+',bachelor,government,3-4,house,rent,common,15001-25000,500001-800000,fuel_price,commute,'commute|rent',installable,slightly_cheaper,aware_only,0.05,0.383333,5,3,5,3,0,0,0,1,buy
female,20-23,0,bachelor,private,'5+',house,rent,common,25001-35000,800001-1200000,service_center,avoid_public,'avoid_public|rent',cannot,similar,aware_only,0.1,0.1,3,5,4,4,0,0,0,0,buy
male,20-23,0,bachelor,student,'5+',house,rent,private,25001-35000,1200001-1500000,service_center,avoid_public,'avoid_public|rent',cannot,similar,aware_only,0.35,0.35,4,5,4,4,0,0,0,0,buy
female,20-23,1,m6,student,'5+',condo,own,private,15001-25000,500001-800000,fuel_price,travel,'travel|own',installable,similar,aware_only,0.05,0.383333,3,6,5,3,0,0,0,0,buy
female,24-26,3,master,business_owner,3-4,house,rent,common,'75000+',800001-1200000,battery_life,commute,'commute|rent',unsure,similar,aware_only,-0.5,-0.833333,5,3,4,5,0,0,0,1,buy
male,20-23,0,vocational,private,3-4,townhome,rent,private,lt15000,800001-1200000,service_center,avoid_public,'avoid_public|rent',cannot,similar,aware_considered,0.5,0.166667,4,5,4,5,0,0,0,0,buy
female,51-60,0,bachelor,business_owner,'5+',condo,family,private,50001-75000,800001-1200000,service_center,trade,'trade|family',cannot,slightly_cheaper,aware_considered,-0.3,0.0333333,5,4,5,3,1,0,0,1,buy
female,20-23,0,bachelor,student,'5+',condo,own,private,15001-25000,'1500000+',fuel_price,convenience,'convenience|own',cannot,similar,unknown,0.8,-0.233333,6,5,3,1,0,0,0,1,buy
female,27-30,0,bachelor,private,3-4,condo,rent,private,25001-35000,500001-800000,service_center,travel,'travel|rent',unsure,similar,aware_only,-0.15,-0.15,4,4,4,4,0,0,0,0,not_buy
male,20-23,'3+',vocational,private,'5+',condo,rent,private,15001-25000,800001-1200000,service_center,avoid_public,'avoid_public|rent',unsure,much_cheaper,aware_only,0.3,-0.0333333,4,4,5,5,1,0,1,1,buy
female,20-23,0,bachelor,freelance,3-4,house,rent,private,35001-50000,800001-1200000,fuel_price,convenience,'convenience|rent',installable,unknown,aware_considered,-0.1,-1.1,3,4,5,7,0,0,0,0,buy
female,20-23,3,vocational,student,'5+',condo,rent,private,lt15000,500001-800000,resale_value,avoid_public,'avoid_public|rent',unsure,unknown,aware_only,0.25,-0.0833333,4,3,5,5,0,0,0,0,buy
female,31-40,3,bachelor,trader,'5+',house,own,common,25001-35000,800001-1200000,service_center,commute,'commute|own',installable,similar,unknown,0.1,-0.233333,5,5,4,5,0,0,0,0,not_buy
female,51-60,0,bachelor,trader,'5+',townhome,family,common,15001-25000,500001-800000,service_center,trade,'trade|family',installable,similar,aware_only,0.05,0.383333,5,4,5,3,0,0,0,0,buy
male,27-30,'3+',master,trader,3-4,house,rent,private,15001-25000,500001-800000,fuel_price,avoid_public,'avoid_public|rent',installable,similar,unknown,0.05,0.05,3,5,5,4,0,0,0,0,not_buy
female,24-26,0,bachelor,business_owner,3-4,house,rent,private,50001-75000,500001-800000,service_center,travel,'travel|rent',installable,slightly_cheaper,aware_only,-0.55,-1.21667,4,5,4,6,0,0,0,1,buy
male,31-40,0,bachelor,business_owner,3-4,townhome,rent,private,'75000+',500001-800000,service_center,avoid_public,'avoid_public|rent',installable,unknown,aware_considered,-0.75,-0.0833333,6,4,6,2,0,0,0,0,not_buy
male,20-23,0,bachelor,student,3-4,house,rent,private,lt15000,500001-800000,service_center,avoid_public,'avoid_public|rent',cannot,slightly_cheaper,aware_considered,0.25,0.25,5,4,5,4,0,0,0,1,buy
female,24-26,0,master,freelance,'5+',townhome,family,private,15001-25000,1200001-1500000,battery_life,avoid_public,'avoid_public|family',installable,similar,aware_only,0.55,0.216667,3,6,4,5,0,0,0,0,not_buy
female,51-60,0,m6,trader,'5+',house,rent,private,25001-35000,lt500000,fuel_price,travel,'travel|rent',cannot,similar,aware_only,-0.4,0.6,6,4,4,1,0,0,0,0,not_buy
male,31-40,0,vocational,private,1-2,house,rent,private,35001-50000,500001-800000,service_center,avoid_public,'avoid_public|rent',cannot,similar,unknown,-0.35,-1.35,4,4,5,7,0,0,0,0,buy
female,24-26,0,bachelor,student,3-4,house,rent,private,lt15000,800001-1200000,fuel_price,avoid_public,'avoid_public|rent',installable,similar,aware_considered,0.5,0.833333,5,3,5,3,0,0,0,0,buy
female,'60+',0,m6,business_owner,'5+',condo,rent,private,50001-75000,500001-800000,maintenance,avoid_public,'avoid_public|rent',cannot,similar,aware_considered,-0.55,-0.883333,6,4,4,5,0,0,0,0,not_buy
male,31-40,1,bachelor,private,3-4,condo,own,private,25001-35000,lt500000,service_center,avoid_public,'avoid_public|own',cannot,similar,aware_only,-0.4,-1.06667,5,5,6,6,0,0,0,0,not_buy
male,20-23,0,bachelor,private,'5+',townhome,own,private,lt15000,lt500000,service_center,commute,'commute|own',installable,much_cheaper,unknown,0,-0.333333,3,4,5,5,0,0,0,0,not_buy
female,'60+',0,m6,business_owner,'5+',house,rent,private,35001-50000,500001-800000,service_center,avoid_public,'avoid_public|rent',installable,similar,aware_only,-0.35,-0.35,5,3,5,4,0,0,0,0,buy
male,'60+',2,below_m3,government,3-4,condo,family,private,'75000+',500001-800000,electricity_cost,commute,'commute|family',installable,similar,aware_considered,-0.75,-0.75,4,4,5,4,0,1,1,0,buy
female,31-40,'3+',bachelor,government,3-4,townhome,rent,private,15001-25000,800001-1200000,fuel_price,avoid_public,'avoid_public|rent',cannot,slightly_cheaper,aware_considered,0.3,-0.366667,5,3,3,6,0,0,0,0,buy
female,31-40,0,bachelor,private,'5+',house,rent,common,15001-25000,800001-1200000,battery_life,avoid_public,'avoid_public|rent',cannot,much_cheaper,aware_only,0.3,0.633333,5,4,5,3,0,0,0,0,buy
female,31-40,3,master,government,3-4,townhome,family,private,25001-35000,500001-800000,charging_station,commute,'commute|family',installable,similar,aware_considered,-0.15,-0.15,5,3,6,4,0,0,0,1,buy
female,20-23,'3+',bachelor,student,'5+',condo,family,private,15001-25000,500001-800000,battery_life,avoid_public,'avoid_public|family',installable,unknown,aware_considered,0.05,-0.283333,5,4,5,5,0,0,0,1,not_buy
female,20-23,1,m6,freelance,'5+',house,rent,common,35001-50000,500001-800000,service_center,avoid_public,'avoid_public|rent',installable,slightly_cheaper,aware_considered,-0.35,-0.35,5,5,5,4,0,0,0,0,buy
female,31-40,0,bachelor,private,'5+',townhome,rent,private,25001-35000,'1500000+',fuel_price,avoid_public,'avoid_public|rent',unsure,unknown,aware_only,0.6,0.933333,6,6,5,3,0,0,0,1,buy
female,24-26,0,bachelor,private,3-4,condo,rent,private,25001-35000,500001-800000,service_center,commute,'commute|rent',cannot,much_cheaper,aware_considered,-0.15,-0.15,4,6,5,4,0,1,0,1,not_buy
male,'60+',0,bachelor,trader,1-2,condo,own,private,'75000+',lt500000,service_center,avoid_public,'avoid_public|own',installable,similar,aware_only,-1,-1.66667,5,4,4,6,0,0,0,1,buy
female,'60+',0,bachelor,government,3-4,house,family,private,35001-50000,800001-1200000,charging_station,travel,'travel|family',installable,similar,unknown,-0.1,0.233333,5,3,6,3,0,0,0,0,buy
male,'60+',1,m3,freelance,3-4,condo,rent,private,25001-35000,'1500000+',service_center,commute,'commute|rent',installable,slightly_cheaper,unknown,0.6,-0.0666667,5,6,3,6,0,0,0,0,not_buy
male,24-26,0,master,private,'5+',condo,family,private,lt15000,800001-1200000,service_center,travel,'travel|family',cannot,similar,aware_only,0.5,0.166667,4,5,5,5,0,1,0,1,buy
male,20-23,3,m6,freelance,3-4,house,own,common,lt15000,800001-1200000,resale_value,commute,'commute|own',cannot,slightly_cheaper,aware_only,0.5,0.166667,3,3,6,5,0,0,0,0,buy
male,20-23,0,bachelor,student,3-4,house,family,private,25001-35000,lt500000,battery_life,avoid_public,'avoid_public|family',installable,much_cheaper,aware_only,-0.4,-1.06667,4,4,4,6,0,0,0,0,buy
female,41-50,3,bachelor,private,'5+',condo,rent,private,15001-25000,500001-800000,fuel_price,avoid_public,'avoid_public|rent',cannot,unknown,aware_only,0.05,0.05,4,6,5,4,0,0,1,1,buy
male,20-23,0,bachelor,student,3-4,condo,rent,private,lt15000,500001-800000,maintenance,commute,'commute|rent',cannot,similar,aware_only,0.25,0.583333,6,6,3,3,0,0,0,0,not_buy
female,20-23,'3+',bachelor,student,'5+',house,family,private,15001-25000,500001-800000,service_center,travel,'travel|family',unsure,slightly_cheaper,aware_only,0.05,-0.283333,5,3,4,5,0,1,1,0,not_buy
female,20-23,2,bachelor,private,'5+',house,own,private,25001-35000,lt500000,service_center,avoid_public,'avoid_public|own',has,similar,aware_only,-0.4,-1.06667,5,4,4,6,0,0,0,1,buy
female,20-23,0,vocational,freelance,'5+',house,own,private,'75000+',lt500000,service_center,travel,'travel|own',cannot,similar,aware_considered,-1,-1.33333,5,3,4,5,0,0,0,1,not_buy
male,'60+','3+',below_m3,business_owner,3-4,house,family,private,25001-35000,800001-1200000,service_center,avoid_public,'avoid_public|family',unsure,slightly_cheaper,aware_only,0.1,0.1,4,5,5,4,0,0,0,1,buy
male,'60+',0,below_m3,business_owner,'5+',house,rent,private,15001-25000,800001-1200000,electricity_cost,avoid_public,'avoid_public|rent',unsure,much_cheaper,aware_only,0.3,0.633333,6,4,4,3,0,0,0,0,buy
female,'60+',1,bachelor,business_owner,'5+',house,family,private,50001-75000,500001-800000,service_center,travel,'travel|family',installable,similar,aware_considered,-0.55,-1.21667,6,3,4,6,0,0,0,0,buy
female,24-26,0,bachelor,private,'5+',house,own,private,25001-35000,500001-800000,service_center,travel,'travel|own',has,slightly_cheaper,aware_only,-0.15,-0.483333,6,3,4,5,0,0,0,0,buy
male,20-23,2,bachelor,student,3-4,house,rent,private,35001-50000,500001-800000,battery_life,travel,'travel|rent',installable,much_cheaper,aware_considered,-0.35,0.316667,5,5,6,2,0,0,0,0,not_buy
female,24-26,0,bachelor,private,'5+',condo,rent,private,25001-35000,'1500000+',service_center,commute,'commute|rent',unsure,similar,aware_only,0.6,0.266667,6,4,5,5,1,0,0,1,not_buy
male,27-30,0,phd,private,'5+',house,rent,private,25001-35000,500001-800000,service_center,avoid_public,'avoid_public|rent',unsure,similar,aware_considered,-0.15,0.183333,6,5,5,3,0,0,0,1,not_buy
male,20-23,1,vocational,private,'5+',condo,rent,private,35001-50000,800001-1200000,service_center,avoid_public,'avoid_public|rent',has,similar,unknown,-0.1,-0.1,6,4,4,4,0,0,0,1,buy
female,20-23,0,bachelor,student,'5+',house,own,common,lt15000,lt500000,service_center,avoid_public,'avoid_public|own',installable,similar,aware_considered,0,0,4,6,6,4,1,0,0,1,not_buy
male,41-50,3,m6,private,3-4,house,own,private,lt15000,'1500000+',service_center,convenience,'convenience|own',has,similar,aware_only,1,1,4,5,6,4,0,0,0,0,buy
male,31-40,1,bachelor,private,'5+',condo,rent,private,15001-25000,500001-800000,service_center,commute,'commute|rent',installable,much_cheaper,aware_only,0.05,-0.616667,6,5,5,6,0,0,0,1,buy
female,20-23,0,m6,private,3-4,condo,own,private,15001-25000,500001-800000,service_center,travel,'travel|own',installable,slightly_cheaper,aware_considered,0.05,-0.283333,4,5,4,5,0,0,0,1,buy
male,27-30,0,bachelor,private,'5+',house,rent,private,25001-35000,800001-1200000,service_center,commute,'commute|rent',has,unknown,aware_only,0.1,-0.566667,5,4,4,6,0,0,0,0,buy
female,41-50,0,m6,trader,'5+',townhome,own,private,25001-35000,1200001-1500000,fuel_price,avoid_public,'avoid_public|own',installable,similar,aware_only,0.35,0.0166667,6,5,4,5,0,0,1,0,buy
female,'60+',0,m6,freelance,'5+',townhome,rent,common,25001-35000,800001-1200000,service_center,commute,'commute|rent',installable,slightly_cheaper,aware_considered,0.1,0.1,6,4,6,4,0,0,0,0,buy
female,41-50,0,m6,business_owner,'5+',house,family,private,15001-25000,500001-800000,fuel_price,avoid_public,'avoid_public|family',cannot,much_cheaper,aware_only,0.05,-0.95,6,4,3,7,1,0,0,0,buy
male,20-23,0,bachelor,private,3-4,house,own,private,25001-35000,800001-1200000,service_center,commute,'commute|own',installable,similar,aware_considered,0.1,-0.9,5,5,5,7,0,0,0,1,buy
female,31-40,1,bachelor,freelance,3-4,townhome,rent,private,35001-50000,lt500000,service_center,commute,'commute|rent',unsure,similar,aware_considered,-0.6,-0.933333,3,4,5,5,0,0,0,0,not_buy
male,27-30,0,master,government,3-4,townhome,own,common,25001-35000,lt500000,service_center,commute,'commute|own',installable,similar,unknown,-0.4,-0.733333,4,5,3,5,0,0,0,0,not_buy
female,51-60,0,bachelor,business_owner,'5+',condo,rent,common,50001-75000,500001-800000,service_center,avoid_public,'avoid_public|rent',installable,much_cheaper,unknown,-0.55,-1.21667,3,3,3,6,0,0,0,0,not_buy
female,20-23,3,master,student,3-4,condo,own,private,25001-35000,800001-1200000,service_center,avoid_public,'avoid_public|own',cannot,similar,aware_considered,0.1,0.1,3,4,4,4,0,0,0,0,not_buy
female,24-26,0,bachelor,trader,'5+',condo,rent,private,50001-75000,500001-800000,service_center,commute,'commute|rent',unsure,similar,aware_considered,-0.55,-0.55,5,6,5,4,0,0,0,0,buy
female,51-60,2,bachelor,private,'5+',condo,family,private,15001-25000,500001-800000,maintenance,convenience,'convenience|family',installable,slightly_cheaper,aware_only,0.05,-0.616667,3,4,3,6,0,0,0,0,buy
female,'60+',0,below_m3,government,'5+',condo,family,private,15001-25000,1200001-1500000,resale_value,avoid_public,'avoid_public|family',cannot,slightly_cheaper,aware_considered,0.55,0.216667,3,5,5,5,0,0,0,0,buy
male,20-23,0,bachelor,private,3-4,house,rent,private,25001-35000,500001-800000,service_center,commute,'commute|rent',cannot,unknown,aware_considered,-0.15,-0.15,6,5,5,4,1,0,0,0,buy
female,31-40,0,bachelor,freelance,'5+',condo,own,private,35001-50000,500001-800000,resale_value,avoid_public,'avoid_public|own',unsure,similar,aware_only,-0.35,-0.0166667,6,5,6,3,0,0,0,0,not_buy
male,'60+',0,below_m3,trader,'5+',condo,own,private,25001-35000,500001-800000,service_center,commute,'commute|own',unsure,slightly_cheaper,aware_only,-0.15,0.183333,4,4,5,3,0,1,0,0,not_buy
female,'60+',0,master,business_owner,'5+',condo,rent,private,'75000+',lt500000,service_center,convenience,'convenience|rent',installable,similar,aware_only,-1,-1,5,4,5,4,0,0,1,1,not_buy
male,'60+',1,below_m3,trader,3-4,condo,family,private,25001-35000,800001-1200000,service_center,commute,'commute|family',cannot,unknown,aware_considered,0.1,0.1,3,5,6,4,0,0,1,0,buy
female,51-60,'3+',m3,government,'5+',house,rent,private,15001-25000,500001-800000,service_center,commute,'commute|rent',installable,slightly_cheaper,aware_only,0.05,-0.283333,5,5,6,5,0,0,0,0,not_buy
male,20-23,2,m6,student,3-4,house,own,private,lt15000,800001-1200000,service_center,convenience,'convenience|own',unsure,much_cheaper,aware_only,0.5,-0.166667,4,6,5,6,0,0,0,0,buy
female,51-60,1,bachelor,trader,'5+',house,rent,private,15001-25000,lt500000,service_center,avoid_public,'avoid_public|rent',installable,similar,aware_considered,-0.2,0.466667,4,4,6,2,0,0,0,0,buy
male,'60+',0,m6,trader,3-4,house,rent,private,15001-25000,500001-800000,service_center,avoid_public,'avoid_public|rent',unsure,similar,aware_considered,0.05,0.05,5,4,6,4,0,0,1,0,not_buy
male,20-23,1,bachelor,student,3-4,condo,own,private,15001-25000,500001-800000,battery_life,commute,'commute|own',has,similar,aware_only,0.05,-0.616667,5,4,5,6,0,0,0,1,buy
male,31-40,0,bachelor,government,3-4,house,rent,private,25001-35000,500001-800000,service_center,commute,'commute|rent',cannot,similar,aware_only,-0.15,-0.816667,5,5,6,6,0,0,0,0,buy
female,51-60,3,m6,freelance,3-4,townhome,family,private,lt15000,lt500000,charging_station,commute,'commute|family',cannot,slightly_cheaper,aware_considered,0,-0.666667,3,3,4,6,0,0,0,0,buy
female,20-23,0,master,private,'5+',condo,own,private,25001-35000,lt500000,service_center,avoid_public,'avoid_public|own',unsure,slightly_cheaper,aware_only,-0.4,-0.4,3,4,5,4,0,0,0,0,buy
male,20-23,1,m6,private,3-4,house,own,private,25001-35000,lt500000,fuel_price,avoid_public,'avoid_public|own',cannot,similar,aware_only,-0.4,-0.4,5,4,5,4,0,0,0,1,not_buy
male,20-23,0,bachelor,student,3-4,condo,rent,private,15001-25000,500001-800000,service_center,avoid_public,'avoid_public|rent',cannot,much_cheaper,aware_only,0.05,-0.283333,5,4,5,5,0,0,0,0,buy
